country,sector,sub_sector,sub_sub_sector,metric,unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,source_link,sources
Congo Democratic Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,0.023863259,0.023863259,0.023863259,0.023863259,0.023863259,0.023863259,0.023863259,0.023863259,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Democratic Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,0.048722204,0.048722204,0.048722204,0.048722204,0.048722204,0.048722204,0.048722204,0.048722204,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Democratic Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,0.154298042,0.154298042,0.154298042,0.154298042,0.154298042,0.154298042,0.154298042,0.154298042,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Democratic Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,0.226883505,0.226883505,0.226883505,0.226883505,0.226883505,0.226883505,0.226883505,0.226883505,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,0.000480769,0.000480769,0.000480769,0.000480769,0.000480769,0.000480769,0.000480769,0.000480769,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3,246.261623792,176.472669746,199.858154398,233.055507378,217.783106341,137.106227496,188.129026087,154.787572589,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3,0.215464945,0.229023159,0.233672635,0.212000209,0.232025002,0.316453308,0.246046825,0.228202888,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,US$/m3,81.317963846,89.577095783,75.574365501,61.747761724,70.631686716,84.134826518,69.987260308,64.459859893,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,US$/m3,120.949783291,108.422259192,104.815893986,103.898719735,106.0737306,94.342461531,97.865532116,85.29888363,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,0.001197221,0.001197221,0.001197221,0.001197221,0.001197221,0.001197221,0.001197221,0.001197221,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,0.007183328,0.007183328,0.007183328,0.007183328,0.007183328,0.007183328,0.007183328,0.007183328,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,0.019093079,0.019093079,0.019093079,0.019093079,0.019093079,0.019093079,0.019093079,0.019093079,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Congo Republic,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,0.027446301,0.027446301,0.027446301,0.027446301,0.027446301,0.027446301,0.027446301,0.027446301,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,0.713097219,0.713097219,0.713097219,0.713097219,0.713097219,0.713097219,0.713097219,0.713097219,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3,36.394350583,39.966162727,41.236775221,40.561297591,49.684799594,48.525615599,51.761168236,58.17080778,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3,0.177823916,0.180956846,0.188857313,0.208633436,0.211834004,0.237809222,0.232765832,0.237772369,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,US$/m3,78.703437897,85.248337486,93.253478394,98.349557717,100.857977699,101.281994325,110.752625057,117.752676204,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,US$/m3,29.345290291,31.893161345,34.366374421,35.639305119,38.231819938,38.120587515,41.399915861,44.665107822,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,2.626970228,2.626970228,2.626970228,2.626970228,2.626970228,2.626970228,2.626970228,2.626970228,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,1.059544658,1.059544658,1.059544658,1.059544658,1.059544658,1.059544658,1.059544658,1.059544658,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,1.401050788,1.401050788,1.401050788,1.401050788,1.401050788,1.401050788,1.401050788,1.401050788,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Cote d'Ivoire,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,5.087565674,5.087565674,5.087565674,5.087565674,5.087565674,5.087565674,5.087565674,5.087565674,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3,9.47144947,11.148942365,13.08500827,12.178721379,12.938413967,13.18945521,12.696655179,14.370954905,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,US$/m3,129.369077375,137.974525844,144.669509401,153.362797492,161.725168618,163.30773279,158.59191518,174.921945834,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,5.333333333,5.333333333,5.333333333,5.333333333,5.333333333,5.333333333,5.333333333,5.333333333,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Djibouti,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,108.434782609,108.086956522,106.695652174,106.695652174,106.695652174,106.695652174,106.695652174,106.695652174,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3,90.833333333,83.272855818,20.141648355,22.054991594,23.751975835,22.003454423,23.144279689,26.086816653,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3,0.580668387,0.627861048,0.64665598,0.665586457,0.691560208,0.749866853,0.806754133,0.822971856,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,US$/m3,17.004830918,18.166415412,17.783839484,18.156061339,18.797307422,19.915131596,22.023167105,23.063172601,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,US$/m3,4.34647732,4.445826595,4.382109935,4.582043137,4.809792814,4.889169677,5.306097068,5.668222435,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,93.591620636,93.0974036,111.74863388,111.74863388,111.74863388,111.74863388,111.74863388,111.74863388,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,1.801282194,1.797536353,9.836065574,9.836065574,9.836065574,9.836065574,9.836065574,9.836065574,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,15.536058919,15.57864839,19.581056466,19.581056466,19.581056466,19.581056466,19.581056466,19.581056466,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Egypt,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,110.928961749,110.473588342,141.16575592,141.16575592,141.16575592,141.16575592,141.16575592,141.16575592,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,0.003846154,0.003846154,0.003846154,0.003846154,0.003846154,0.003846154,0.003846154,0.003846154,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3,2563.525217333,2061.91245419,2117.57851263,2002.182566279,1712.304346736,1424.45780353,1600.641333029,1697.746751153,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,US$/m3,332.32901538,349.945286151,299.157083821,277.409927204,293.863070351,319.610271236,284.461944967,284.463208561,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,%,0.009267841,0.009267841,0.009267841,0.009267841,0.009267841,0.009267841,0.009267841,0.009267841,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,%,0.027803522,0.027803522,0.027803522,0.027803522,0.027803522,0.027803522,0.027803522,0.027803522,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,%,0.146431881,0.146431881,0.146431881,0.146431881,0.146431881,0.146431881,0.146431881,0.146431881,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Equatorial Guinea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.2. Water Stress,%,0.183503244,0.183503244,0.183503244,0.183503244,0.183503244,0.183503244,0.183503244,0.183503244,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Eritrea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,%,7.518796993,7.518796993,7.518796993,7.518796993,7.518796993,7.518796993,7.518796993,7.518796993,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Eritrea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3,602.7386907,660.890815763,582.641327428,663.050221787,690.103758881,683.821971998,704.85983479,723.38254367,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
Eritrea,"Climate - Sustainable Agric,Landuse, Water & Oceans",Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3,0.018189506,0.020019258,0.017546141,0.020021075,0.020841913,0.020631323,0.021279061,0.021836715,,,,"https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/945666e6-7803-4621-b8ef-cfd885a84596/resource/4a000a1b-24f0-4328-aab6-b9b525892090/download/query_en.sql&area=Africa&type=all&variable=4016&year=2015,2016,2017,2018,2019,2020,2021,2022",FAO AQUASTAT
